	0	1
0	0.003	A2ML1
1	0.023	AADACL3
2	0.002	AADAC
3	0.015	ABCA10
4	0.011	ABCA8
5	0.023	ABCA9
6	0.009	ABCB5
7	0.002	ABCC13
8	0.001	ABCD2
9	0.000	ACACB
10	0.006	ACADL
11	0.015	ACSM2A
12	0.001	ACSM5
13	0.011	ACTL8
14	0.002	ACVR1C
15	0.023	ADH1A
16	0.000	ADH1B
17	0.023	ADH4
18	0.001	ADIPOQ
19	0.015	ADRA1A
20	0.008	AIM1L
21	0.015	ALAS2
22	0.011	ALDH1L1
23	0.011	ANGPT4
24	0.009	ANGPTL5
25	0.015	ANGPTL7
26	0.023	ANLN
27	0.023	AOC3
28	0.000	APOB
29	0.023	AQP7P1
30	0.015	AQP7P3
31	0.000	AQP7
32	0.009	AQPEP
33	0.000	ASCL1
34	0.015	ASPA
35	0.011	ASPM
36	0.023	ATOH8
37	0.001	ATP1A2
38	0.006	ATP1A3
39	0.009	B3GALT1
40	0.009	BMP3
41	0.002	BMPR1B
42	0.004	BRSK2
43	0.023	BTNL9
44	0.023	BUB1
45	0.015	C12orf39
46	0.009	C13orf36
47	0.023	C14orf180
48	0.002	C14orf53
49	0.006	C17orf93
50	0.002	C1orf230
51	0.015	C2orf40
52	0.006	C2orf54
53	0.015	C3orf50
54	0.000	C6orf126
55	0.023	CA3
56	0.023	CA4
57	0.004	CA9
58	0.008	CAMP
59	0.008	CAPN9
60	0.008	CAPSL
61	0.005	CASP14
62	0.008	CBLN2
63	0.000	CCL11
64	0.000	CCL24
65	0.005	CCL7
66	0.004	CD177
67	0.023	CD300LG
68	0.011	CD36
69	0.004	CDC20B
70	0.011	CDC20
71	0.009	CDC25C
72	0.009	CDH20
73	0.015	CDO1
74	0.004	CEACAM5
75	0.002	CEACAM6
76	0.001	CELF3
77	0.015	CENPA
78	0.015	CENPF
79	0.015	CEP55
80	0.009	CES1
81	0.001	CFD
82	0.005	CGA
83	0.000	CHRDL1
84	0.011	CHRNA6
85	0.002	CHRNA9
86	0.009	CIB3
87	0.015	CIDEA
88	0.023	CIDEC
89	0.015	CILP2
90	0.015	CKAP2L
91	0.015	CLCA4
92	0.015	CLDN19
93	0.002	CLEC3A
94	0.011	CLEC3B
95	0.008	CLEC4GP1
96	0.015	CLEC4G
97	0.011	CLEC5A
98	0.003	CNGA2
99	0.015	CNIH2
100	0.011	CNN1
101	0.006	CNTNAP2
102	0.015	COL10A1
103	0.023	COL11A1
104	0.009	COMP
105	0.023	CPA1
106	0.015	CPA2
107	0.000	CPLX2
108	0.009	CRHBP
109	0.002	CSAG1
110	0.002	CSAG2
111	0.002	CSAG3
112	0.023	CSF3
113	0.001	CSMD3
114	0.001	CSN1S1
115	0.011	CSN2
116	0.011	CSN3
117	0.005	CST1
118	0.003	CST2
119	0.005	CST4
120	0.002	CST5
121	0.005	CXADRP3
122	0.009	CXCL10
123	0.006	CXCL11
124	0.015	CXCL2
125	0.004	CXorf30
126	0.001	CXorf61
127	0.011	CYP1A1
128	0.005	CYP2B6
129	0.011	CYP2B7P1
130	0.015	CYP3A4
131	0.015	DACT2
132	0.011	DCT
133	0.009	DEFB132
134	0.015	DEPDC1
135	0.011	DES
136	0.002	DGAT2
137	0.003	DIO1
138	0.001	DLGAP5
139	0.015	DLK1
140	0.011	DLK2
141	0.015	DPP6
142	0.011	DPT
143	0.005	DQX1
144	0.003	DUSP13
145	0.015	E2F8
146	0.011	EDN3
147	0.002	EIF4E1B
148	0.015	ELANE
149	0.002	EMX1
150	0.005	ENTHD1
151	0.001	EPB42
152	0.004	EPHA8
153	0.006	EPO
154	0.011	EPR1
155	0.009	EPYC
156	0.023	EXO1
157	0.023	FABP4
158	0.005	FABP6
159	0.002	FAM180B
160	0.002	FAM196A
161	0.015	FAM196B
162	0.003	FAM25A
163	0.015	FAM83D
164	0.008	FBN2
165	0.015	FBXO40
166	0.015	FEZF2
167	0.005	FGF5
168	0.001	FGFBP2
169	0.015	FHL1
170	0.023	FIGF
171	0.005	FMO9P
172	0.011	FOSB
173	0.006	FOXJ1
174	0.000	FOXM1
175	0.009	FRMD1
176	0.023	FXYD1
177	0.000	G0S2
178	0.002	GABRA3
179	0.000	GABRA4
180	0.011	GABRD
181	0.004	GABRQ
182	0.006	GAL3ST2
183	0.002	GATA4
184	0.006	GATA5
185	0.005	GBX2
186	0.023	GDF10
187	0.015	GFAP
188	0.023	GJB2
189	0.001	GLP2R
190	0.023	GLRA4
191	0.015	GLYAT
192	0.000	GNAT3
193	0.008	GNG13
194	0.009	GPAM
195	0.023	GPD1
196	0.000	GPIHBP1
197	0.015	GPR112
198	0.002	GPR115
199	0.002	GPR139
200	0.023	GPR144
201	0.001	GPX3
202	0.009	GRIA2
203	0.015	GRIA4
204	0.006	GRM4
205	0.002	GYG2
206	0.008	GYS2
207	0.008	HAPLN1
208	0.009	HBA1
209	0.008	HBA2
210	0.011	HBB
211	0.023	HBG1
212	0.000	HBG2
213	0.009	HCN2
214	0.015	HEPACAM
215	0.023	HEPN1
216	0.015	HHATL
217	0.000	HIF3A
218	0.015	HIST1H2AM
219	0.015	HIST1H2BO
220	0.006	HIST1H3G
221	0.001	HIST1H3H
222	0.006	HIST2H3C
223	0.008	HJURP
224	0.001	HORMAD1
225	0.004	HOXB13
226	0.001	HOXC12
227	0.008	HPD
228	0.011	HPSE2
229	0.015	HS3ST4
230	0.000	HSD17B13
231	0.015	HSD17B6
232	0.023	HSPB6
233	0.011	HSPB7
234	0.009	HTR1D
235	0.011	IBSP
236	0.023	IGFBP6
237	0.004	IGFL2
238	0.005	IGFL3
239	0.015	IL17B
240	0.004	IL19
241	0.005	IL20
242	0.023	INHBA
243	0.006	INSM1
244	0.000	IQGAP3
245	0.000	ITGA7
246	0.011	ITIH2
247	0.023	ITIH5
248	0.008	ITLN1
249	0.005	ITPKA
250	0.009	KCNA2
251	0.015	KCNA4
252	0.011	KCNE1
253	0.002	KCNH1
254	0.023	KCNIP2
255	0.011	KCNJ16
256	0.005	KCNJ3
257	0.023	KIAA0101
258	0.001	KIAA0408
259	0.009	KIAA1199
260	0.015	KIAA1239
261	0.015	KIF14
262	0.000	KIF18B
263	0.006	KIF1A
264	0.023	KIF20A
265	0.015	KIF2C
266	0.009	KIF4A
267	0.003	KISS1R
268	0.006	KLB
269	0.009	KLF15
270	0.001	KLHL1
271	0.003	KLHL31
272	0.008	KLK3
273	0.023	KLKP1
274	0.008	KREMEN2
275	0.004	KRT37
276	0.008	KY
277	0.001	LALBA
278	0.001	LEP
279	0.001	LGALS12
280	0.002	LGALS9B
281	0.015	LHCGR
282	0.005	LHFPL5
283	0.002	LHX1
284	0.008	LHX2
285	0.000	LIN28A
286	0.023	LIPE
287	0.000	LOC100133920
288	0.015	LOC152225
289	0.000	LOC283392
290	0.015	LOC283867
291	0.023	LOC388387
292	0.000	LOC55908
293	0.015	LOC572558
294	0.001	LOC642597
295	0.004	LOC645323
296	0.001	LOC647309
297	0.015	LOC728264
298	0.015	LOC729467
299	0.008	LOC84740
300	0.001	LPL
301	0.005	LPPR5
302	0.023	LRRC15
303	0.023	LRRC3B
304	0.015	LRRN4CL
305	0.006	LRTM2
306	0.002	LST.3TM12
307	0.015	LYVE1
308	0.001	MAGEA1
309	0.000	MAGEA2
310	0.000	MAGEA3
311	0.002	MAGEA4
312	0.001	MAGEA6
313	0.001	MAGEB2
314	0.001	MAGEC2
315	0.015	MAP1LC3C
316	0.011	MARCH4
317	0.015	MASP1
318	0.009	MELK
319	0.000	MESTIT1
320	0.011	MLXIPL
321	0.002	MMP10
322	0.023	MMP11
323	0.015	MMP13
324	0.000	MMP1
325	0.023	MRAP
326	0.005	MS4A15
327	0.009	MS4A8B
328	0.003	MSLN
329	0.008	MSMB
330	0.002	MUC21
331	0.002	MUC2
332	0.002	MYBL2
333	0.008	MYEOV
334	0.023	MYH11
335	0.008	MYH1
336	0.023	MYOC
337	0.023	MYOM1
338	0.005	MYT1
339	0.001	NAT1
340	0.005	NBPF6
341	0.002	NCRNA00052
342	0.000	NDC80
343	0.001	NDST4
344	0.023	NEIL3
345	0.011	NEK2
346	0.009	NELL2
347	0.005	NEURL
348	0.001	NKAIN1
349	0.004	NKX2.2
350	0.000	NMUR1
351	0.005	NMU
352	0.023	NNAT
353	0.023	NPR1
354	0.011	NPY2R
355	0.015	NUF2
356	0.011	NXNL1
357	0.002	NXPH1
358	0.015	OR2B6
359	0.004	ORM1
360	0.005	ORM2
361	0.015	OVCH2
362	0.011	OXTR
363	0.009	P2RX6
364	0.023	PAK7
365	0.023	PAMR1
366	0.015	PAPPA2
367	0.003	PAX7
368	0.015	PBK
369	0.015	PCK1
370	0.002	PCOLCE2
371	0.011	PDE1C
372	0.001	PDE3B
373	0.011	PDK4
374	0.000	PENK
375	0.002	PFKFB1
376	0.023	PGA3
377	0.023	PGA4
378	0.000	PGA5
379	0.023	PI16
380	0.002	PITX1
381	0.005	PKD1L2
382	0.008	PKHD1L1
383	0.009	PKMYT1
384	0.006	PLAC1
385	0.015	PLAC9
386	0.006	PLIN1
387	0.015	PLIN4
388	0.023	PLK1
389	0.001	POTEC
390	0.015	PPAPDC1A
391	0.001	PPBP
392	0.002	PPP1R1A
393	0.008	PPP2R2C
394	0.004	PRAME
395	0.005	PRG4
396	0.011	PROK1
397	0.006	PROL1
398	0.005	PRRT4
399	0.001	PSAPL1
400	0.008	PVALB
401	0.005	PYDC1
402	0.023	PYGM
403	0.002	RAD21L1
404	0.000	RBP4
405	0.002	RDH16
406	0.015	RDH5
407	0.011	RDM1
408	0.023	RERGL
409	0.015	RHOXF1
410	0.011	RIMS4
411	0.011	RNF186
412	0.015	RPE65
413	0.011	RRM2
414	0.005	RTBDN
415	0.011	RXRG
416	0.002	S100A7A
417	0.003	S100A7
418	0.002	S100P
419	0.015	SAA2
420	0.023	SCARA5
421	0.023	SCN4A
422	0.009	SCT
423	0.000	SDPR
424	0.001	SEL1L2
425	0.008	SGCG
426	0.015	SGK2
427	0.011	SGOL1
428	0.004	SIX3
429	0.011	SKA1
430	0.011	SLC19A3
431	0.015	SLC22A12
432	0.011	SLC24A2
433	0.000	SLC2A4
434	0.002	SLC30A8
435	0.002	SLC36A2
436	0.001	SLC5A8
437	0.002	SLC6A4
438	0.006	SLC7A10
439	0.001	SLCO1A2
440	0.015	SMR3B
441	0.023	SMYD1
442	0.023	SORBS1
443	0.006	SPC24
444	0.001	SPDYC
445	0.002	SPINK4
446	0.015	STAB2
447	0.001	SULT1C3
448	0.006	SYT13
449	0.005	SYT5
450	0.001	TCL1B
451	0.005	TDO2
452	0.006	TEX19
453	0.001	TFR2
454	0.000	TIMP4
455	0.004	TLX1
456	0.002	TLX3
457	0.023	TMEM132C
458	0.004	TMEM145
459	0.005	TMEM151A
460	0.006	TMEM215
461	0.015	TNMD
462	0.005	TNNI3
463	0.005	TNNT1
464	0.011	TNNT3
465	0.023	TNXB
466	0.011	TOP2A
467	0.023	TPX2
468	0.023	TRDN
469	0.000	TRHDE
470	0.023	TROAP
471	0.008	TRPA1
472	0.015	TRPM3
473	0.015	TSLP
474	0.005	TUBA3D
475	0.001	TUSC5
476	0.005	TYRP1
477	0.001	UBE2C
478	0.009	UHRF1
479	0.008	VGF
480	0.011	VIT
481	0.002	VSTM2A
482	0.008	WBSCR28
483	0.011	WIF1
484	0.009	WISP1
485	0.006	WIT1
486	0.011	WT1
487	0.009	ZIC5
488	0.001	ZNF716
489	0.005	AKT1
490	0.005	APC
491	0.004	ATM
492	0.005	BARD1
493	0.002	BRCA1
494	0.008	BRCA2
495	0.008	BRIP1
496	0.006	C11orf65
497	0.009	CASP8
498	0.011	CDC73
499	0.008	CDH1
500	0.005	CHEK2
501	0.003	ERBB2
502	0.000	ESR1
503	0.006	FANCC
504	0.006	FANCM
505	0.003	HERC2
506	0.023	HMMR
507	0.005	KRAS
508	0.003	MSH2
509	0.001	MSH6
510	0.005	NBN
511	0.005	NQO2
512	0.005	PALB2
513	0.002	PHB
514	0.005	PIK3CA
515	0.002	PMS2
516	0.003	PPM1D
517	0.002	PTEN
518	0.002	RAD51C
519	0.008	RAD51
520	0.006	RAD54L
521	0.008	RB1CC1
522	0.011	RET
523	0.002	SLC22A18
524	0.005	TP53
525	0.008	XRCC2
526	0.006	XRCC3
527	0.005	ALDH4A1
528	0.008	AP2B1
529	0.003	BBC3
530	0.001	C16orf61
531	0.002	C20orf46
532	0.009	C9orf30
533	0.009	CCNE2
534	0.004	CDC42BPA
535	0.006	CDCA7
536	0.005	COL4A2
537	0.004	DCK
538	0.009	DIAPH3
539	0.008	DTL
540	0.008	EBF4
541	0.015	ECT2
542	0.005	EGLN1
543	0.011	ESM1
544	0.003	EXT1
545	0.002	FGF18
546	0.004	FLT1
547	0.015	GMPS
548	0.008	GNAZ
549	0.006	GPR126
550	0.005	GPR180
551	0.011	GSTM3
552	0.001	IGFBP5
553	0.004	JHDM1D
554	0.009	LIN9
555	0.002	MCM6
556	0.008	MMP9
557	0.005	MS4A7
558	0.005	MTDH
559	0.011	NUSAP1
560	0.009	ORC6L
561	0.005	OXCT1
562	0.002	PALM2
563	0.004	PECI
564	0.005	PITRM1
565	0.015	PRC1
566	0.008	RAB6B
567	0.002	RASSF7
568	0.005	RECQL5
